X,Y,OBJECTID,DAMS00X020,DAM_NAME,OTHER_NAME,NIDID,LONGITUDE,LATITUDE,COUNTY,RIVER,CITY,OWN_NAME,OWN_TYPE,DAM_TYPE,PURPOSES,YR_COMPL,NID_HEIGHT,MAX_STOR,NORMAL_STO,SURF_AREA,DRAIN_AREA,HAZARD,STATE,SYMBOL
-87.468335048190411,33.265006193988164,1078,1078,LAKE HARRIS DAM,HARRIS LAKE DAM,AL01150,-87.46833,33.265,TUSCALOOSA,YELLOW CREEK,HOLT,TUSCALOOSA CITY OF, ,VA,S,1929,58,3526,3283,0,0,L,AL,S
-97.560007762416305,33.266705813157479,1079,1079,DENTON CREEK WS SCS SITE 23B DAM, ,TX01510,-97.56,33.2667,WISE,TR-CATLETT CREEK,NONE,WISE SWCD,L,RE,C,1964,55,1969,200,24,4.04,L,TX,C
-97.516707751199476,33.266705814659723,1080,1080,DENTON CREEK WS SCS SITE 23E DAM, ,TX01512,-97.5167,33.2667,WISE,TR-CATLETT CREEK,NONE,WISE SWCD,L,RE,C,1962,53,824,73,14,1.96,L,TX,C
-97.470007708260425,33.26670581691301,1081,1081,DENTON CREEK WS SCS SITE 24A DAM, ,TX01534,-97.47,33.2667,WISE,TR-CATLETT CREEK,NONE,WISE SWCD,L,RE,C,1965,55,762,54,13,1.77,L,TX,C
-85.968304653602118,33.266706290860292,1082,1082,LITTLE HILLABEE W/S DAM SITE 1, ,AL00583,-85.9683,33.2667,CLAY,HILLABEE CREEK,MILLERVILLE,H E BOLTON,P,RE,C,1969,50,890,70,0,3.2203125,L,AL,C
-97.558307723198979,33.273305804234319,1083,1083,DENTON CREEK WS SCS SITE 23A DAM, ,TX01509,-97.5583,33.2733,WISE,CATLETT CREEK,NONE,WISE SWCD,L,RE,C,1964,53,2274,179,27,5.42,L,TX,C
-82.405563600137256,33.275836418550625,1084,1084,PENNINGTON TAILINGS POND, ,GA04670,-82.40556,33.27583,JEFFERSON,UNKNOWN, ,J. M. HUBER CORPORATION,P,RE,T,1991,89,544,454,36,37,L,GA,T
-85.735004552111107,33.276706272587482,1085,1085,KETCHEPEDRAKE CREEK W/S DAM SITE 15, ,AL01776,-85.735,33.2767,CLAY,KETCHEPEDRAKEE CR.,NEEDMORE,C H DIAL,P,RE,C,1978,50,9424,316,80,29.159375,S,AL,C
-82.420003621274134,33.277226399743434,1086,1086,LAKE RABUN DAM,HUBER LAKE DAM,GA03258,-82.42,33.27722,JEFFERSON,K SSITH BRANCH,GIBSON ROAD ENVIRONS,J. M. HUBER CORPORATION,P,RE,S,1975,70,1485,1125,45,0,L,GA,S
-82.406113587381753,33.277786412937978,1087,1087,HUBER WRENS PLANT WASTEWATER POND DAM, ,GA04662,-82.40611,33.27778,JEFFERSON,UNKNOWN, ,J. M. HUBER CORPORATION,P,RE,T,1962,59,490,437.5,35,110,L,GA,T
-79.970402876096472,33.278606487627492,1088,1088,COOPER DEV -  EAST DIKE,PINOPOLIS EAST DIKE,SC83028,-79.9704,33.2786,BERKELEY,COOPER R,RUSSELVILLE,SOUTH CAROLINA PUBLIC SERVICE AUTHORITY,S,RE,CHRSN,1942,36,0,1110000,60400,15000,H,SC,C
-100.833308568082742,33.280005655892317,1089,1089,HAGINS PANTHER CANYON LAKE DAM, ,TX02293,-100.8333,33.28,KENT,TR-SALT FORK BRAZOS RIVER,NONE,HAGINS,P,RE,C,1969,50,320,140,10,0,L,TX,C
-88.70667542252788,33.28167619068909,1090,1090,BILL HAYDEN POND, ,MS03125,-88.70667,33.28167,OKTIBBEHA, , , ,P,RE,R, ,16,620000,0,0,1515.625,L,MS,R
-97.729207811444368,33.282505778910242,1091,1091,BIG SANDY CREEK WS SCS SITE 28 DAM, ,TX06845,-97.7292,33.2825,WISE,TR-BIG SANDY CREEK,NONE,WISE SWCD,L,RE,C,1989,79,460,130,16,557,L,TX,C
-85.341704430200693,33.283306278240502,1092,1092,HIGH PINE CREEK W/S DAM SITE 1, ,AL00820,-85.3417,33.2833,RANDOLPH,TR HIGHPINE CREEK,ROANOKE,JESS HEARN & M C PATE,P,RE,C,1965,64,639,73,10,2.6,L,AL,C
-93.406396697498124,33.288065990890033,1093,1093,LAKE COLUMBIA DAM, ,AR01478,-93.40639,33.28806,COLUMBIA,BEECH CREEK,FRIENDSHIP,COLUMBIA COUNTY RURAL DEVELOPMENT AUTHORITY,L,RE,S,1986,40,66063,28787,2751,46,S,AR,S
-87.483335083566971,33.29000619961397,1094,1094,LAKE NICOL DAM, ,AL01111,-87.48333,33.29,TUSCALOOSA,YELLOW CREEK,HOLT,TUSCALOOSA CITY OF, ,RE,S,1954,82,10349,10349,0,0,L,AL,S
-87.306205016231146,33.290006206372126,1095,1095,SLURRY IMPOUNDMENT NO. 1, ,AL83466,-87.3062,33.29,TUSCALOOSA, ,BROOKWOOD,"JIM WALTER RESOURCES, INC.",P, ,T, ,80,960,0,0,0.14,L,AL,T
-92.483336444816743,33.296676021711704,1096,1096,H. K. THATCHER LOCK & DAM,CALION LOCK AND DAM,AR82201,-92.48333,33.29667,UNION,OUACHITA,MORO BAY,CEMVK,F,PG,NR,1983,80,108000,79900,12200,6569,S,AR,N
-111.275010828099155,33.298335125074779,1097,1097,WHITLOW RANCH DAM,WHITLOW RANCH RESERVOIR,AZ10004,-111.275,33.29833,PINAL,QUEEN CREEK,QUEEN VALLEY,CESPL,F,RE,C,1959,149,64910,1,1,143,H,AZ,C
-104.721679455475936,33.298335453188756,1098,1098,TWO RIVERS DAM (DIAMOND A & ROCKY),TWO RIVER RESERVOIR,NM00004,-104.72167,33.29833,CHAVES,RIO HONDO & ROCKY ARROYO,ROSWELL,CESPA,F,RE,CO,1963,260,264400,1,1,1027,H,NM,C
-81.333343268823896,33.30000644423437,1099,1099,FAIRFIELD DAM B(MAIN DAM), ,SC83025,-81.33334,33.3,FAIRFIELD,"FREES CR, BROAD R",COLUMBIA,SOUTH CAROLINA ELECTRIC & GAS COMPANY,U,RE,HO,1977,204,400000,390000,6650,15,H,SC,H
-117.05401191151833,33.301004846891303,1100,1100,LOWER STEHLY, ,CA01227,-117.054,33.301,SAN DIEGO,TR KEYS CREEK, ,NICHOLAS J.C STEHLY,P,ER,I, ,60,0,145,8,0.05,S,CA,I
-92.463336448552525,33.301676033051308,1101,1101,LOCK AND DAM NO 8, ,AR00156,-92.46333,33.30167,CALHOUN,OUACHITA RIVER,NONE,DAEN LMK,F,PG,N,1911,25,85000,59200,0,0,L,AR,N
-94.160006897312897,33.30500596060152,1102,1102,WRIGHT PATMAN DAM AND LAKE,TEXARKANA LAKE,TX00021,-94.16,33.305,BOWIE,SULPHUR RIVER,TEXARKANA,CESWF,F,RE,SRC,1954,106,5730800,145300,20300,3443,H,TX,S
-92.481946415102286,33.306956025432747,1103,1103,H.K. THATCHER LOCK AND DAM,CALION LOCK AND DAM,AR01515,-92.48194,33.30695,UNION,OUACHITA RIVER,NONE,DAEN LMK,F,RECN,N,1982,80,108000,79900,0,0,L,AR,N
-79.977702896912319,33.308306472118851,1104,1104,COOPER DEV -  NORTH DIKE,PINOPOLIS NORTH DIKE,SC83029,-79.9777,33.3083,BERKELEY,COOPER R,RUSSELVILLE,SOUTH CAROLINA PUBLIC SERVICE AUTHORITY,S,RE,CHRSN,1942,14,0,1110000,60400,15000,H,SC,C
-85.850004619114415,33.3150062677257,1105,1105,CROOKED CREEK W/S DAM SITE 3, ,AL00590,-85.85,33.315,CLAY,CROOKED CREEK,ASHLAND,CITIES OF ASHLAND AND LINEVILLE,L,RE,CS,1970,55,2045,822,53,3.8203125,S,AL,C
-83.833344019068221,33.316676353067741,1106,1106,LLOYD SHOALS,JACKSON LAKE (RES),GA00850,-83.83334,33.31667,BUTTS,OCMULGEE,BERNER,GEORGIA POWER COMPANY,U,PGRE,H,1911,105,107000,97000,4500,1400,H,GA,H
-83.833344019068221,33.316676353067741,1107,1107,LLOYD SHOALS - SOUTH SADDLE DIKE, ,GA83034,-83.83334,33.31667,BUTTS,OCMULGEE,BERNER,GEORGIA POWER COMPANY,U,RE,H,1911,15,107000,97000,4500,1400,H,GA,H
-87.238304991301703,33.316706254697792,1108,1108,FRESH WATER IMPOUNDMENT #2, ,AL83468,-87.2383,33.3167,TUSCALOOSA, ,BROOKWOOD,"JIM WALTER RESOURCES, INC.",P, ,S, ,50,200,0,0,0.28,L,AL,S
-84.418334197660869,33.317226319070194,1109,1109,HORTON CREEK RESERVOIR DAM, ,GA04477,-84.41833,33.31722,FAYETTE,HORTON CREEK, ,FAYETTE COUNTY WATER AUTHORITY,L,RE,R,1996,52,18160,10360,783,0,H,GA,R
-96.511707463264642,33.320005841397034,1110,1110,SISTER GROVE CREEK WS SCS SITE 9 DAM, ,TX01145,-96.5117,33.32,COLLIN,TR-SISTER GROVE CREEK,NONE,COLLIN COUNTY SWCD,L,RE,R,1953,50,3000,200,168,5.02,L,TX,R
-105.682509686891819,33.321905424921887,1111,1111,GRINDSTONE CANYON DAM, ,NM00513,-105.6825,33.3219,LINCOLN,GRINDSTONE CANYON,RUIDOSO,VILLAGE OF RUIDOSO,L,CNPG,R,1987,133,1700,1520,38,1,H,NM,R
-86.136704671122999,33.323306287247007,1112,1112,TALLASEEHATCHEE CREEK W/S DAM SITE 7, ,AL01083,-86.1367,33.3233,TALLADEGA,TR WEEWOKA CREEK,WINTERBORO,W M KELLY JR,P,RE,C,1973,58,929,85,11,2.05,S,AL,C
-85.798304564982033,33.323306300007509,1113,1113,CROOKED CREEK W/S DAM SITE 2, ,AL00589,-85.7983,33.3233,CLAY,TR CROOKED CREEK,LINEVILLE,CITIES OF ASHLAND AND LINEVILLE,L,RE,CS,1970,52,4949,1316,83,3.340625,S,AL,C
-84.204724131440216,33.325556336529658,1114,1114,PROPOSED UPPER TOWALIGA RIVER RESERVIOR DAM, ,GA05325,-84.20472,33.32555,SPALDING,TOWALIGA RIVER,GRIFFIN,HENRY COUNTY WATER & SEWAGE AUTHORITY,L,RE,R,1988,54,29754,22040,1102,0,H,GA,R
-97.531707739863634,33.326705797691716,1115,1115,DENTON CREEK WS SCS SITE 18J DAM, ,TX01508,-97.5317,33.3267,WISE,TR-BLACK CREEK,NONE,WISE SWCD,L,RE,C,1970,51,414,65,10,0.87,L,TX,C
-86.755004862846093,33.330006266004766,1116,1116,OAK MOUNTAIN NEW LAKE DAM,DOUBLE OAK LAKE,AL01316,-86.755,33.33,SHELBY,TR CAHABA VALLEY CREEK,NE SUBURBAN PELHAM,OAK MT ST PARK ST OF ALA, ,RE,RS,1972,54,2762,1080,0,0,H,AL,R
-82.446663619256981,33.330006422871811,1117,1117,KAOLIN MINES LAKE DAM, ,GA02022,-82.44666,33.33,WARREN,UNKNOWN, ,J. M. HUBER CORPORATION,P,RE,S,1963,63.4,1346,910,65,225,L,GA,S
-96.566707489373002,33.331705851569211,1118,1118,EAST FORK ABOVE LAVON WS SCS SITE 46 DAM, ,TX01140,-96.5667,33.3317,COLLIN,SLAYTER CREEK,NONE,COLLIN COUNTY SWCD,L,RE,R,1960,55,1760,200,32.8,3.38,L,TX,R
-96.63333749591672,33.333335856759163,1119,1119,JIM CHAPMAN LAKE, ,TX08012,-96.63333,33.33333,HOPKINS,SULPHUR RIVER,TALCO,CESWF,F,RE,SRC,1991,95,797300,310800,19280,476,H,TX,S
-83.833344019966532,33.333336373124808,1120,1120,LLOYD SHOALS - NORTH SADDLE DIKE, ,GA83033,-83.83334,33.33333,BUTTS,OCMULGEE,BERNER,GEORGIA POWER COMPANY,U,RE,H,1911,20,107000,97000,4500,1400,H,GA,H
-84.216674149271967,33.336946339560008,1121,1121,PROPOSED UPPER TOWALIGA RESERVOIR, ,GA05337,-84.21667,33.33694,HENRY,TOWALIGA RIVER,MCDONOUGH,HENRY COUNTY WATER & SEWAGE AUTHORITY,L,RE,R,1987,45,16042.5,14260,713,0,L,GA,R
-84.216674149271967,33.336946339560008,1122,1122,UPPER TOWALIGA RESERVOIR (PROPOSED), ,GA05436,-84.21667,33.33694,HENRY,TOWALIGA RIVER, ,HENRY COUNTY WATER & SEWAGE AUTHORITY,L,RE,R, ,45,25700,10700,713,0,L,GA,R
-86.725004845093565,33.346676263350176,1123,1123,OAK MOUNTAIN OLD LAKE DAM,LAKE TRANQUILITY,AL01314,-86.725,33.34667,SHELBY,TR DRY BROOK,NE PELHAM,OAK MT ST PARK ST OF ALA, ,PG,RC,1931,55,1076,800,0,0,H,AL,R
-83.150003819091324,33.350006393479013,1124,1124,WALLACE,LAURENS SHOALS,GA00839,-83.15,33.35,"PUTNAM, HANCOCK",OCONEE,MILLEDGEVILLE,GEORGIA POWER COMPANY,U,PGRE,HRS,1980,120,590000,470000,21000,1830,H,GA,H
-83.150003819091324,33.350006393479013,1125,1125,WALLACE SADDLE DIKE, ,GA83025,-83.15,33.35,PUTNAM,OCONEE,MILLEDGEVILLE,GEORGIA POWER COMPANY,U,RE,HRS,1980,10,590000,470000,21000,1830,L,GA,H
-84.794444317296183,33.351396315935553,1126,1126,NEWNAN WATER 0 LIGHT LAKE # 6 DAM, ,GA02444,-84.79444,33.35139,COWETA,SANDY CREEK, ,NEWNAN WATERWORKS SEWERAGE AND LIGHT COMMISSION,L,RE,S,1978,53.6,383,0,19.8,0,L,GA,S
-118.443012157550214,33.355004778162197,1127,1127,THOMPSON,MIDDLE RANCH,CA00445,-118.443,33.355,LOS ANGELES,MIDDLE CANYON, ,SOUTHERN CALIF EDISON CO,U,ER,STODO,1925,114,0,1010,54,8.6,S,CA,S
-84.802784305140037,33.355836313697388,1128,1128,NEWMAN WATERWORKS DAM # 2, ,GA01189,-84.80278,33.35583,COWETA,UNKNOWN,NEWNAN,NEWNAN WATERWORKS SEWERAGE AND LIGHT COMMISSION,L,RE,S,1955,53,690,0,34,0,H,GA,S
-87.10333496051075,33.361676233430629,1129,1129,SLURRY IMPOUNDMENT - JOHNS WASHER, ,AL01573,-87.10333,33.36167,JEFFERSON,TR-BLUE CREEK,NORTH JOHNS,BLACK DIAMOND COAL CO, ,RE,O,1979,80,44,27,0,0,L,AL,O
-88.408335322664556,33.363336217502024,1130,1130,"JOHN RANKIN (TENN-TOM,AL AND MS)",POOL D,MS82201,-88.40833,33.36333,ITAWAMBA,TOMBIGBEE,FULTON,CESAM,F,REPG,N,1984,48,27000,24900,1992,379,H,MS,N
-91.255006086623425,33.366666101901785,1131,1131,LAKE CHICOT DAM NORTH, ,AR00988,-91.255,33.36666,CHICOT,MISSISSIPPI RIVER-OS,LAKE VILLAGE,ARKANSAS GAME AND FISH COMMISSION,S,REER,R,1942,22,45080,26000,0,0,L,AR,R
-110.916670767290952,33.366675158848857,1132,1132,PINTO VALLEY #4, ,AZ83477,-110.91666,33.36667,GILA, ,NO TOWN,MAGMA COPPER CO.,P, ,T, ,313,107046,0,0,0.53,L,AZ,T
-97.050007607048812,33.366675829567072,1133,1133,RAY ROBERTS DAM,RAY ROBERTS LAKE,TX08008,-97.05,33.36667,DENTON,ELM FORK OF THE TRINITY RIVER,AUBREY,CESWF,F,RE,SRCH,1986,141,1931900,799600,29350,692,H,TX,S
-112.868341166174289,33.367225044763352,1134,1134,PALO VERDE EVAPORATION POND #1, ,AZ00201,-112.86833,33.36722,MARICOPA,OFFSTREAM,SOUTHERN PACIFIC RAILROAD,"ARIZONA PUBLIC SERVICE COMPANY, PHOENIX OFFICE",U,RE,O,1981,30,6590,5421,264,0.4,S,AZ,O
-112.856951162582263,33.367785057619628,1135,1135,PALO VERDE EVAP POND #2, ,AZ00198,-112.85694,33.36778,MARICOPA,OFFSTREAM,SOUTHERN PACIFIC RAILROAD,"ARIZONA PUBLIC SERVICE COMPANY, PHOENIX OFFICE",U,RE,O,1987,36,0,5900,0,0.3,S,AZ,O
-86.773334848776315,33.368336243419364,1136,1136,TULLEYS REAL ESTATE LAKE DAM,INDIAN VALLEY LAKE DAM,AL01354,-86.77333,33.36833,SHELBY,ACTON CREEK,COBB BRIDGE COMMUNITY,HERSHELL TRIMM, ,RE,R,1973,60,1300,1094,0,0,L,AL,R
-86.680004841371826,33.368336247170525,1137,1137,BELCHER LUMBER COMPANY DAM,CATFISH LAKE DAM,AL01585,-86.68,33.36833,SHELBY,TR-CAHABA VALLEY CREEK,OAK MOUNTAIN STATE PARK,W.A.BELCHER, ,RE,R,1968,129,324,324,0,0,H,AL,R
-81.941673475128539,33.373336429849353,1138,1138,NEW SAVANNAH BLUFF LOCK AND DAM, ,GA01703,-81.94167,33.37333,RICHMOND,SAVANNAH RIVER,SHELL BLUFF LANDING,"SAS, DAEN",P,OT,N,1937,68,11610,0,0,0,L,GA,N
-88.736665422268359,33.378336188580711,1139,1139,LUCIUS WILLIAMS POND, ,MS03124,-88.73666,33.37833,OKTIBBEHA, , , ,P,RE,R, ,15,360000,0,0,859.375,L,MS,R
-87.111674949252915,33.381676276469975,1140,1140,BLUE CREEK MINE #3 - IMPOUNDMENT #2, ,AL01520,-87.11167,33.38167,JEFFERSON,TR-BLUE CREEK,NORTH JOHNS,JIM WALTER RESOURCES INC, ,RE,S,1978,56,147,56,0,0,L,AL,S
-86.016674667349307,33.383336304971195,1141,1141,MUMP CREEK RESERVIOR, ,AL01099,-86.01667,33.38333,TALLADEGA,TALLADEGA CREEK,WALDO,TALLADEGA WATER WORKS, ,RE,S,1955,57,911,567,0,0,H,AL,S
-97.571707735087031,33.385005836873113,1142,1142,DENTON CREEK WS SCS SITE 12 DAM,COTTONWOOD LAKE,TX01521,-97.5717,33.385,WISE,COTTONWOOD CREEK,NONE,WISE SWCD,L,RE,C,1968,58,3279,200,46,8.35,L,TX,C
-110.416670702582039,33.386675178451171,1143,1143,ELGO,"TALKALAI LAKE, SAN CARLOS",AZ10446,-110.41666,33.38667,"GILA, GRAHAM",SAN CARLOS RIVER,SAN CARLOS,DOI BIA,F,REER,R,1980,133,13000,7200,409,480,H,AZ,R
-88.823335431547463,33.386676172296013,1144,1144,WILLIAM EASTMAN DAM, ,MS03123,-88.82333,33.38667,OKTIBBEHA, , , ,P,RE,R, ,16,800000,0,0,953.125,L,MS,R
-96.58830751721058,33.386705872124821,1145,1145,EAST FORK ABOVE LAVON WS SCS SITE 42 DAM, ,TX01169,-96.5883,33.3867,COLLIN,HURRICANE CREEK,NONE,COLLIN COUNTY SWCD,L,RE,R,1959,56,2800,265,38.3,5.98,L,TX,R
-95.146707148250783,33.388305916277048,1146,1146,RIVER CREST LAKE LEVEE,RIVER CREST LAKE,TX03082,-95.1467,33.3883,RED RIVER,OFF CH-SULPHUR RIVER,NONE,TU ELECTRIC,U,RE,C,1953,23,9700,7100,32,0,L,TX,C
-87.120604976626524,33.390606253715085,1147,1147,SLURRY POND NO. 3, ,AL83462,-87.1206,33.3906,JEFFERSON, ,ADGER,"JIM WALTER RESOURCES, INC.",P, ,T, ,50,540,0,0,0.1,L,AL,T
-97.465007754559281,33.395005815282062,1148,1148,DENTON CREEK WS SCS SITE 17A DAM, ,TX01537,-97.465,33.395,WISE,MILLER CREEK,GREENWOOD,WISE SWCD,L,RE,C,1967,55,1468,126,15,3.62,H,TX,C
-97.273307680763324,33.395005823532038,1149,1149,CLEAR CREEK WS SCS SITE 50 DAM, ,TX00631,-97.2733,33.395,DENTON,BUCK CREEK,NONE,DENTON COUNTY SWCD,L,RE,C,1961,50,2824,197,34.5,6.1,L,TX,C
-87.11900494774811,33.395506254138525,1150,1150,SLURRY IMPOUNDMENT #4, ,AL83463,-87.119,33.3955,JEFFERSON, ,ADGER,"JIM WALTER RESOURCES, INC.",P, ,T, ,100,1000,0,0,0.06,L,AL,T
-105.670609656712386,33.395805417029798,1151,1151,ALTO LAKE DAM, ,NM00180,-105.6706,33.3958,LINCOLN,EAGLE CREEK,RUIDOSO,EAGLE CREEK INTER-COMMUNITY WATER SUPPLY ASSOC.,P,RE,TRSPP,1965,52,452,240,17,13,S,NM,T
-117.185011966370197,33.397004854981269,1152,1152,RED MOUNTAIN RES, ,CA00225,-117.185,33.397,SAN DIEGO,RECHE CREEK, ,FALLBROOK PU DISTRICT,U,ER,I,1985,120,0,1350,23,0.25,S,CA,I
-82.119903520546586,33.397006454693788,1153,1153,J. STROM THURMOND DAM,J. STROM THURMOND LAKE,GA01701,-82.1199,33.397,"COLUMBIA,GA/MCCORMICK,SC",SAVANNAH RIVER,AUGUSTA,CESAS,F,CNPGRE,HCR,1954,200,3820000,2510000,71000,6144,H,GA,H
-97.476707720043478,33.406705826850398,1154,1154,DENTON CREEK WS SCS SITE 17 DAM, ,TX01536,-97.4767,33.4067,WISE,HARTS CREEK,GREENWOOD,WISE SWCD,L,RE,C,1962,50,1862,198,32,4.1,H,TX,C
-110.919450781804073,33.408335180997319,1155,1155,BOHME, ,AZ00237,-110.91944,33.40833,GILA,WEBSTER GULCH,MIAMI,"PHELPS DODGE MIAMI, INC.",P,RE,S,1984,57,218,0,18,0.5,L,AZ,S
-97.505007747087731,33.413305816389659,1156,1156,DENTON CREEK WS SCS SITE 16 DAM, ,TX01524,-97.505,33.4133,WISE,TR-DENTON CREEK,NONE,WISE SWCD,L,RE,C,1968,54,2100,171,0,5.63,L,TX,C
-97.343307691942599,33.413305823888095,1157,1157,CLEAR CREEK WS SCS SITE 38 DAM, ,TX00627,-97.3433,33.4133,DENTON,CANNON CREEK,NONE,DENTON COUNTY SWCD,L,RE,C,1962,51,2035,157,23,4.87,L,TX,C
-111.000010822423135,33.416675163370641,1158,1158,SLACK, ,AZ00225,-111,33.41667,GILA,TR-PINTO CREEK,ROOSEVELT LAKE ESTATES,BHP,P,ER,O,1995,54.7,59,42,4,0.12,L,AZ,O
-110.750010765814181,33.416675176117451,1159,1159,DAM A, ,AZ83460,-110.75,33.41667,GILA, , ,CYPRESS MIAMI MINING CORP.,P, , , ,300,45000,0,0,0,L,AZ, 
-85.045004362992017,33.417226320403756,1160,1160,PLANT WANSLEY SEPERATION DIKE, ,GA05448,-85.045,33.41722,HEARD, , ,GEORGIA POWER COMPANY,U,RE,R,1975,110,19000,16300,343,0,L,GA,R
-84.57222426199661,33.420836367130697,1161,1161,LAKE KEDRON DAM,FLAT CREEK RESERVOIR DAM,GA04476,-84.57222,33.42083,FAYETTE,FLAT CREEK, ,FAYETTE COUNTY WATER SYSTEM,L,RE,R,1986,54,26648,18336,764,0,H,GA,R
-110.984730809121984,33.421395192660576,1162,1162,GOLD GULCH 1A, ,AZ00224,-110.98472,33.42139,GILA,GOLD GULCH,ROOSEVELT LAKE ESTATES,BHP,P,ER,C,1995,106,0,110,13,0.1,S,AZ,C
-86.471674772353936,33.421676290683138,1163,1163,CRIM LAKE DAM,COUNTY AIRPORT DAM,AL01359,-86.47167,33.42167,SHELBY,GUM BRANCH,SE STERRETT,HALL W.THOMPSON, ,RE,R,1967,50,440,370,0,0,S,AL,R
-99.368308202577538,33.423305753106682,1164,1164,MILLERS CREEK DAM, ,TX01029,-99.3683,33.4233,BAYLOR,MILLERS CREEK,NONE,NORTH CENT TEX MWA ET AL,L,RE,C,1974,75,131000,29171,2882,0.38,S,TX,C
-79.93333289337744,33.425006522054588,1165,1165,ST. STEPHEN POWERHOUSE,LAKE MOULTRIE,SC82201,-79.93333,33.425,BERKELEY,COOPER/SANTEE,ST.STEPHEN,CESAC,F,PGRE,CH,1985,128,2560000,0,0,0,S,SC,C
-81.964833479559275,33.425036432954585,1166,1166,HARTWELL DAM,HARTWELL LAKE,GA01702,-81.96483,33.42503,"HART,GA/ANDERSON,SC",SAVANNAH RIVER,AUGUSTA,CESAS,F,CNPGRE,HCR,1962,204,3438700,2550000,55950,2088,H,GA,H
-86.338334746324108,33.426676306737889,1167,1167,LOGAN MARTIN, ,AL01417,-86.33833,33.42667,ST.CLAIR/TALLADEGA,COOSA,VINCENT,ALABAMA POWER COMPANY,U,PGRE,HCRS,1964,142,650000,273000,15263,7700,H,AL,H
-85.030564391262473,33.426676355470136,1168,1168,PLANT WANSLEY MAIN STORAGE LAKE DAM, ,GA04461,-85.03056,33.42667,CARROLL,UNKNOWN, ,"SOUTHERN COMPANY SERVICES, INC.",P,RE,S,1975,121,48000,34000,606,0,H,GA,S
-97.360007717129136,33.426705826455375,1169,1169,CLEAR CREEK WS SCS SITE 37 DAM, ,TX00626,-97.36,33.4267,DENTON,WHITES CREEK,NONE,DENTON COUNTY SWCD,L,RE,C,1965,53,3920,196,41,10.52,L,TX,C
-85.051944392940896,33.428336341536422,1170,1170,PLANT WANSLEY POTABLE WATER SUPPLY POND, ,GA04045,-85.05194,33.42833,CARROLL,YELLOWDIRT CREEK, ,GEORGIA POWER COMPANY,U,RE,S,1975,117.1,10220,6513,156,0,L,GA,S
-110.998620793607017,33.430285165108323,1171,1171,GOLD GULCH #2, ,AZ00194,-110.99861,33.43028,GILA,GOLD GULCH/TR-PINTO CREEK,ROOSEVELT LAKE ESTATES,BHP,P,ER,O,1982,116.3,590,0,16,0,S,AZ,O
-97.528307763836963,33.431705830207441,1172,1172,DENTON CREEK WS SCS SITE 13 DAM, ,TX01523,-97.5283,33.4317,WISE,RUSH CREEK,NONE,WISE SWCD,L,RE,C,1968,57,2474,197,27.5,5.82,L,TX,C
-112.635011112156747,33.432785108889114,1173,1173,BUCKEYE FRS #1, ,AZ00143,-112.635,33.43278,MARICOPA,TR-SALT RIVER,BUCKEYE,FLOOD CONTROL DISTRICT OF MARICOPA COUNTY,L,RE,C,1974,48.7,25500,0,1145,73.8,H,AZ,C
-96.608307516169745,33.433305851539608,1174,1174,EAST FORK ABOVE LAVON WS SCS SITE 39 DAM, ,TX02116,-96.6083,33.4333,GRAYSON,EAST PRONG WHITES CREEK,NONE,UPPER ELM RED SWCD,L,RE,C,1965,54,3237,200,34,6.25,L,TX,C
-97.653307799327976,33.435005844319463,1175,1175,DENTON CREEK WS SCS SITE 11B DAM, ,TX04619,-97.6533,33.435,MONTAGUE,PANTHER CREEK,DALLAS,UPPER ELM RED SWCD,L,RE,CPFD,1978,55,1399,153,27,3.11,L,TX,C
-97.325007689081616,33.441705860347057,1176,1176,CLEAR CREEK WS SCS SITE 47 DAM, ,TX00526,-97.325,33.4417,COOKE,FLAT CREEK,NONE,UPPER ELM RED SWCD,L,RE,CPD,1962,74,5417,202,33,12.52,L,TX,C
-97.400007710555883,33.450005839137958,1177,1177,CLEAR CREEK WS SCS SITE 36 DAM, ,TX00523,-97.4,33.45,COOKE,DIXON CREEK,LEO COMMUNITY,UPPER ELM RED SWCD,L,RE,CPD,1961,62,2110,199,25.5,5.61,L,TX,C
-87.036104940442669,33.450006273862272,1178,1178,SLURRY IMPOUNDMENT NO. 3, ,AL83458,-87.0361,33.45,JEFFERSON, ,CONCORD,"U. S. STEEL MINING CO., LLC",P, ,T, ,60,390,0,0,0.47,S,AL,T
-86.450004764857397,33.450006296348015,1179,1179,CHEAHA CREEK W/S DAM SITE 4, ,AL00007,-86.45,33.45,TALLADEGA,OWEN BRANCH,TALLADEGA,JIM WALTER CORP,P,RE,C,1967,69,2352,56,0,5.8203125,S,AL,C
-80.164402926277305,33.454306503858092,1180,1180,SANTEE,"SANTEE (WILSON) DAM, NORTH DAM, SOUTH DAM",SC00732,-80.1644,33.4543,BERKELEY/CLARENDON,SANTEE R,PINEVILLE,SOUTH CAROLINA PUBLIC SERVICE AUTHORITY,S,RECB,CHRSN,1942,68,0,1230000,100000,14700,H,SC,C
-87.355005055301476,33.45667623644816,1181,1181,JOHN HOLLIS BANKHEAD LOCK DAM & PH,LAKE BANKHEAD,AL01427,-87.355,33.45667,TUSCALOOSA,BLACK WARRIOR RIVER,HOWSE CAMP,CESAM,F,PG,NHR,1975,111,296000,269215,9245,3981,H,AL,N
